CLAIM_NUMBER,POLICY,RISK_STATE,DATE_OF_LOSS,NOTICE_DATE,AMOUNT,DATE,COMPANY,TYPE,COVERAGE,ACCIDENT_STATE,ACCIDENT_COMMENTS,MONTH_YEAR,DAYS_TO_NOTICE,COMPANY_NORMALIZED
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,5000.0,2024-09-17,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,NY,nan,2024-09-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,22986.51,2024-09-17,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,552-INDIA MARINE - TRAILER INTERCHANGE,NY,nan,2024-09-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,-5000.0,2024-09-17,WORLD SPECIALTY INSURANCE COMPANY,DED-RECV,552-INDIA MARINE - TRAILER INTERCHANGE,NY,nan,2024-09-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,23000.0,2024-09-17,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,NY,nan,2024-09-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,5000.0,2024-09-17,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,NY,nan,2024-09-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,265.0,2024-08-28,WORLD SPECIALTY INSURANCE COMPANY,EXPENSE-PAID,357-Adjusting Expenses,NY,nan,2024-08-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,-265.0,2024-08-28,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,NY,nan,2024-08-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,2500.0,2024-03-13,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,NY,nan,2024-03-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910241,WRP92649446,OH,2024-03-12,2024-03-12,15000.0,2024-03-12,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,NY,nan,2024-03-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910242,WNU53987352,TX,2024-03-11,2024-03-12,2500.0,2024-03-13,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,MD,nan,2024-03-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910242,WNU53987352,TX,2024-03-11,2024-03-12,15000.0,2024-03-12,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,MD,nan,2024-03-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,-2500.0,2024-08-08,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,-15000.0,2024-08-08,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,558-INDIA MARINE - STORAGE & RECOVERY,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,-15000.0,2024-08-08,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,-135000.0,2024-08-08,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,2500.0,2024-08-08,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,132391.2,2024-08-08,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,-2500.0,2024-08-08,WORLD SPECIALTY INSURANCE COMPANY,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,15000.0,2024-08-01,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,15000.0,2024-08-01,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,558-INDIA MARINE - STORAGE & RECOVERY,TX,nan,2024-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,117500.0,2024-07-31,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-07-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,2500.0,2024-03-15,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,TX,nan,2024-03-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910243,RFP24995938,TX,2024-03-09,2024-03-14,15000.0,2024-03-14,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-03-01,5,WORLD SPECIALTY INSURANCE CO
ZLM9910244,AQI82401240,IL,2024-03-13,2024-03-14,-1599.92,2024-05-22,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,OH,nan,2024-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910244,AQI82401240,IL,2024-03-13,2024-03-14,-15000.0,2024-05-22,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,OH,nan,2024-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910244,AQI82401240,IL,2024-03-13,2024-03-14,900.08,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,EXPENSE-PAID,357-Adjusting Expenses,OH,nan,2024-03-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910244,AQI82401240,IL,2024-03-13,2024-03-14,-900.08,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,OH,nan,2024-03-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910244,AQI82401240,IL,2024-03-13,2024-03-14,2500.0,2024-03-15,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,OH,nan,2024-03-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910244,AQI82401240,IL,2024-03-13,2024-03-14,15000.0,2024-03-14,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,OH,nan,2024-03-01,1,WORLD SPECIALTY INSURANCE CO
ZLM9910245,RPF25640876,SC,2024-02-16,2024-03-15,-2500.0,2024-04-29,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,IL,nan,2024-04-01,28,WORLD SPECIALTY INSURANCE CO
ZLM9910245,RPF25640876,SC,2024-02-16,2024-03-15,-15000.0,2024-04-29,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,IL,nan,2024-04-01,28,WORLD SPECIALTY INSURANCE CO
ZLM9910245,RPF25640876,SC,2024-02-16,2024-03-15,2500.0,2024-03-15,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,IL,nan,2024-03-01,28,WORLD SPECIALTY INSURANCE CO
ZLM9910245,RPF25640876,SC,2024-02-16,2024-03-15,15000.0,2024-03-15,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,IL,nan,2024-03-01,28,WORLD SPECIALTY INSURANCE CO
ZLM9910246,JFH26047594,DE,2024-01-06,2024-03-15,-2500.0,2024-08-27,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,TX,nan,2024-08-01,69,WORLD SPECIALTY INSURANCE CO
ZLM9910246,JFH26047594,DE,2024-01-06,2024-03-15,-15000.0,2024-08-27,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-08-01,69,WORLD SPECIALTY INSURANCE CO
ZLM9910246,JFH26047594,DE,2024-01-06,2024-03-15,2500.0,2024-03-18,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,TX,nan,2024-03-01,69,WORLD SPECIALTY INSURANCE CO
ZLM9910246,JFH26047594,DE,2024-01-06,2024-03-15,15000.0,2024-03-15,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-03-01,69,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,-2500.0,2024-05-06,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,NJ,nan,2024-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,-3420.0,2024-05-06,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,2500.0,2024-05-06,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,34080.0,2024-05-06,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,-34080.0,2024-05-06,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,-2500.0,2024-05-06,WORLD SPECIALTY INSURANCE COMPANY,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,20000.0,2024-04-25,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-04-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,15000.0,2024-03-21,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,NJ,nan,2024-03-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,-15000.0,2024-03-21,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,553-INDIA MARINE - DEBRIS REMOVAL,NJ,nan,2024-03-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,15000.0,2024-03-21,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,NJ,nan,2024-03-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,2500.0,2024-03-18,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,NJ,nan,2024-03-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910247,SPY34072234,CA,2024-03-12,2024-03-15,15000.0,2024-03-18,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-03-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,-2500.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,-15000.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,553-INDIA MARINE - DEBRIS REMOVAL,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,10000.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,-15000.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,2912.13,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,-48000.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,5000.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,42391.04,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,-5000.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,28000.0,2024-06-03,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-06-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,15000.0,2024-05-21,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,FL,nan,2024-05-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,15000.0,2024-04-04,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,FL,nan,2024-04-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,2500.0,2024-03-18,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,FL,nan,2024-03-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910248,RBT48246919,FL,2024-03-15,2024-03-15,15000.0,2024-03-18,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-03-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910249,EMP44783891,TX,2024-02-06,2024-03-18,-2500.0,2024-06-05,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,CA,nan,2024-06-01,41,WORLD SPECIALTY INSURANCE CO
ZLM9910249,EMP44783891,TX,2024-02-06,2024-03-18,-15000.0,2024-06-05,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,CA,nan,2024-06-01,41,WORLD SPECIALTY INSURANCE CO
ZLM9910249,EMP44783891,TX,2024-02-06,2024-03-18,2500.0,2024-03-18,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,CA,nan,2024-03-01,41,WORLD SPECIALTY INSURANCE CO
ZLM9910249,EMP44783891,TX,2024-02-06,2024-03-18,15000.0,2024-03-18,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,CA,nan,2024-03-01,41,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,-2500.0,2024-04-26,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,FL,nan,2024-04-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,-3771.91,2024-04-26,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-04-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,2500.0,2024-04-26,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-04-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,15728.09,2024-04-26,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-04-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,-15728.09,2024-04-26,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-04-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,-2500.0,2024-04-26,WORLD SPECIALTY INSURANCE COMPANY,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-04-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,2000.0,2024-04-26,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-04-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,2500.0,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,FL,nan,2024-03-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910250,DHW82580857,IL,2024-01-11,2024-03-19,15000.0,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,FL,nan,2024-03-01,68,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,-2500.0,2024-10-24,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,-23000.0,2024-10-24,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,5000.0,2024-10-24,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,17600.0,2024-10-24,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,-5000.0,2024-10-24,WORLD SPECIALTY INSURANCE COMPANY,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,3000.0,2024-10-24,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,-2500.0,2024-10-23,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,2500.0,2024-10-23,WORLD SPECIALTY INSURANCE COMPANY,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,-2500.0,2024-10-23,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,5000.0,2024-10-23,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,NJ,nan,2024-10-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,2500.0,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,NJ,nan,2024-03-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910251,RBT48246919,FL,2024-03-19,2024-03-19,15000.0,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,NJ,nan,2024-03-01,0,WORLD SPECIALTY INSURANCE CO
ZLM9910252,LTB88852994,IL,2024-02-19,2024-03-19,-2500.0,2024-08-28,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,KY,nan,2024-08-01,29,WORLD SPECIALTY INSURANCE CO
ZLM9910252,LTB88852994,IL,2024-02-19,2024-03-19,-15000.0,2024-08-28,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,KY,nan,2024-08-01,29,WORLD SPECIALTY INSURANCE CO
ZLM9910252,LTB88852994,IL,2024-02-19,2024-03-19,2500.0,2024-03-20,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,KY,nan,2024-03-01,29,WORLD SPECIALTY INSURANCE CO
ZLM9910252,LTB88852994,IL,2024-02-19,2024-03-19,15000.0,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,KY,nan,2024-03-01,29,WORLD SPECIALTY INSURANCE CO
ZLM9910253,TGK93737570,OH,2024-02-05,2024-03-19,-2500.0,2024-07-13,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,KY,nan,2024-07-01,43,WORLD SPECIALTY INSURANCE CO
ZLM9910253,TGK93737570,OH,2024-02-05,2024-03-19,-15000.0,2024-07-13,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,KY,nan,2024-07-01,43,WORLD SPECIALTY INSURANCE CO
ZLM9910253,TGK93737570,OH,2024-02-05,2024-03-19,2500.0,2024-03-20,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,KY,nan,2024-03-01,43,WORLD SPECIALTY INSURANCE CO
ZLM9910253,TGK93737570,OH,2024-02-05,2024-03-19,15000.0,2024-03-19,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,KY,nan,2024-03-01,43,WORLD SPECIALTY INSURANCE CO
ZLM9910254,OTL34490206,CA,2023-12-27,2024-03-20,-2500.0,2024-10-31,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,TX,nan,2024-10-01,84,WORLD SPECIALTY INSURANCE CO
ZLM9910254,OTL34490206,CA,2023-12-27,2024-03-20,-15000.0,2024-10-31,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-10-01,84,WORLD SPECIALTY INSURANCE CO
ZLM9910254,OTL34490206,CA,2023-12-27,2024-03-20,2500.0,2024-03-20,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,TX,nan,2024-03-01,84,WORLD SPECIALTY INSURANCE CO
ZLM9910254,OTL34490206,CA,2023-12-27,2024-03-20,15000.0,2024-03-20,WORLD SPECIALTY INSURANCE COMPANY,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,nan,2024-03-01,84,WORLD SPECIALTY INSURANCE CO
ZLM9910255,EGO62387309,CA,2024-03-17,2024-03-20,-2500.0,2024-09-27,WORLD SPECIALTY INSURANCE COMPANY,RSV-EXP-CHG,357-Adjusting Expenses,CA,nan,2024-09-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910255,EGO62387309,CA,2024-03-17,2024-03-20,-15000.0,2024-09-27,WORLD SPECIALTY INSURANCE COMPANY,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,CA,nan,2024-09-01,3,WORLD SPECIALTY INSURANCE CO
ZLM9910255,EGO62387309,CA,2024-03-17,2024-03-20,2500.0,2024-03-21,WORLD SPECIALTY INSURANCE COMPANY,START-EXP-RSV,357-Adjusting Expenses,CA,nan,2024-03-01,3,WORLD SPECIALTY INSURANCE CO
