DATE,AMOUNT,COMPANY,ACCIDENT_STATE,CLAIM_ID,POLICY,TYPE,COVERAGE,DAYS_TO_NOTICE,MONTH_YEAR,COMPANY_NORMALIZED
2024-04-18,15000.0,WORLD SPECIALTY INSURANCE COMPANY,AR,ZLM9910327,DHJ25802439,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,3,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-19,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910328,DJQ56428607,START-EXP-RSV,357-Adjusting Expenses,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-19,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910328,DJQ56428607,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-07-11,10000.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-11,1200.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-11,2500.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-11,24138.05,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-10,15000.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-10,15000.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-10,9200.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-04-19,2500.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,START-EXP-RSV,357-Adjusting Expenses,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-19,15000.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910329,PZJ26155274,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-09-18,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910330,EOU25170045,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,137,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-17,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910330,EOU25170045,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,137,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-17,6147.64,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910330,EOU25170045,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,137,2024-09,WORLD SPECIALTY INSURANCE CO
2024-07-30,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910330,EOU25170045,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,137,2024-07,WORLD SPECIALTY INSURANCE CO
2024-04-22,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910330,EOU25170045,START-EXP-RSV,357-Adjusting Expenses,137,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-19,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910330,EOU25170045,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,137,2024-04,WORLD SPECIALTY INSURANCE CO
2024-06-19,2500.0,WORLD SPECIALTY INSURANCE COMPANY,IA,ZLM9910331,DVY14834215,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,94,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-19,32416.38,WORLD SPECIALTY INSURANCE COMPANY,IA,ZLM9910331,DVY14834215,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,94,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-19,17500.0,WORLD SPECIALTY INSURANCE COMPANY,IA,ZLM9910331,DVY14834215,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,94,2024-06,WORLD SPECIALTY INSURANCE CO
2024-04-22,2500.0,WORLD SPECIALTY INSURANCE COMPANY,IA,ZLM9910331,DVY14834215,START-EXP-RSV,357-Adjusting Expenses,94,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-22,15000.0,WORLD SPECIALTY INSURANCE COMPANY,IA,ZLM9910331,DVY14834215,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,94,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-22,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TN,ZLM9910332,VVN41961390,START-EXP-RSV,357-Adjusting Expenses,21,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-22,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TN,ZLM9910332,VVN41961390,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,21,2024-04,WORLD SPECIALTY INSURANCE CO
2024-09-13,5000.0,WORLD SPECIALTY INSURANCE COMPANY,NY,ZLM9910333,CSW54353923,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,65,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-13,2500.0,WORLD SPECIALTY INSURANCE COMPANY,NY,ZLM9910333,CSW54353923,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,65,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-13,10225.0,WORLD SPECIALTY INSURANCE COMPANY,NY,ZLM9910333,CSW54353923,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,65,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-06,7500.0,WORLD SPECIALTY INSURANCE COMPANY,NY,ZLM9910333,CSW54353923,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,65,2024-09,WORLD SPECIALTY INSURANCE CO
2024-04-22,2500.0,WORLD SPECIALTY INSURANCE COMPANY,NY,ZLM9910333,CSW54353923,START-EXP-RSV,357-Adjusting Expenses,65,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-22,15000.0,WORLD SPECIALTY INSURANCE COMPANY,NY,ZLM9910333,CSW54353923,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,65,2024-04,WORLD SPECIALTY INSURANCE CO
2024-09-19,2014.0,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,12,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-13,7500.0,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,12,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-11,2500.0,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,12,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-11,62988.66,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,12,2024-09,WORLD SPECIALTY INSURANCE CO
2024-08-08,48000.0,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,12,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-08,15000.0,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,12,2024-08,WORLD SPECIALTY INSURANCE CO
2024-04-23,2500.0,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,START-EXP-RSV,357-Adjusting Expenses,12,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,SC,ZLM9910334,RPF25640876,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,12,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910335,AWV94492871,START-EXP-RSV,357-Adjusting Expenses,75,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910335,AWV94492871,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,75,2024-04,WORLD SPECIALTY INSURANCE CO
2024-07-09,5000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,2,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-09,2500.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,2,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-09,57155.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,2,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-09,15000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,2,2024-07,WORLD SPECIALTY INSURANCE CO
2024-06-03,43000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,2,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-03,10000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,2,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-03,15000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,2,2024-06,WORLD SPECIALTY INSURANCE CO
2024-04-23,2500.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,START-EXP-RSV,357-Adjusting Expenses,2,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910336,OOE64856041,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,2,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910337,JWG17717120,START-EXP-RSV,357-Adjusting Expenses,95,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910337,JWG17717120,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,95,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910338,ZWU13129873,START-EXP-RSV,357-Adjusting Expenses,8,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910338,ZWU13129873,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,8,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,2500.0,WORLD SPECIALTY INSURANCE COMPANY,IA,ZLM9910339,AQI82401240,START-EXP-RSV,357-Adjusting Expenses,32,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,IA,ZLM9910339,AQI82401240,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,32,2024-04,WORLD SPECIALTY INSURANCE CO
2024-08-15,15000.0,WORLD SPECIALTY INSURANCE COMPANY,NC,ZLM9910340,EOV20963111,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,11,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-15,15000.0,WORLD SPECIALTY INSURANCE COMPANY,NC,ZLM9910340,EOV20963111,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,11,2024-08,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE COMPANY,NC,ZLM9910340,EOV20963111,START-EXP-RSV,357-Adjusting Expenses,11,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,NC,ZLM9910340,EOV20963111,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,11,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE COMPANY,OR,ZLM9910341,PLG60136332,START-EXP-RSV,357-Adjusting Expenses,62,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-23,15000.0,WORLD SPECIALTY INSURANCE COMPANY,OR,ZLM9910341,PLG60136332,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,62,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE COMPANY,MI,ZLM9910342,DXO65922090,START-EXP-RSV,357-Adjusting Expenses,4,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,15000.0,WORLD SPECIALTY INSURANCE COMPANY,MI,ZLM9910342,DXO65922090,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,4,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE COMPANY,MA,ZLM9910343,GXK85902550,START-EXP-RSV,357-Adjusting Expenses,143,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,15000.0,WORLD SPECIALTY INSURANCE COMPANY,MA,ZLM9910343,GXK85902550,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,143,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910344,HBQ49401925,START-EXP-RSV,357-Adjusting Expenses,24,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910344,HBQ49401925,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,24,2024-04,WORLD SPECIALTY INSURANCE CO
2024-06-19,2500.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910345,GYK34670522,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,47,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-19,11583.8,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910345,GYK34670522,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,47,2024-06,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910345,GYK34670522,START-EXP-RSV,357-Adjusting Expenses,47,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,15000.0,WORLD SPECIALTY INSURANCE COMPANY,AZ,ZLM9910345,GYK34670522,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,47,2024-04,WORLD SPECIALTY INSURANCE CO
2024-12-05,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,2024-12,WORLD SPECIALTY INSURANCE CO
2024-12-05,100000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,0,2024-12,WORLD SPECIALTY INSURANCE CO
2024-11-21,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,0,2024-11,WORLD SPECIALTY INSURANCE CO
2024-10-31,95000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,2024-10,WORLD SPECIALTY INSURANCE CO
2024-10-24,5000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,0,2024-10,WORLD SPECIALTY INSURANCE CO
2024-10-24,5000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2024-10,WORLD SPECIALTY INSURANCE CO
2024-09-18,888.75,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,EXPENSE-PAID,357-Adjusting Expenses,0,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-18,888.75,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-EXP-CHG,357-Adjusting Expenses,0,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-17,3950.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,0,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-17,1051.76,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,EXPENSE-PAID,357-Adjusting Expenses,0,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-17,1051.76,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-EXP-CHG,357-Adjusting Expenses,0,2024-09,WORLD SPECIALTY INSURANCE CO
2024-07-22,550.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,EXPENSE-PAID,357-Adjusting Expenses,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-22,550.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-EXP-CHG,357-Adjusting Expenses,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-05,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-05,32716.96,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,INDEMNITY-PAID,552-INDIA MARINE - TRAILER INTERCHANGE,0,2024-07,WORLD SPECIALTY INSURANCE CO
2024-06-18,315.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,EXPENSE-PAID,357-Adjusting Expenses,0,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-12,17716.96,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,0,2024-06,WORLD SPECIALTY INSURANCE CO
2024-05-22,5000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,INDEMNITY-PAID,559-INDIA MARINE - POLLUTANT CLEANUP,0,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-22,5000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,INDEMNITY-PAID,558-INDIA MARINE - STORAGE & RECOVERY,0,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-22,10000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,0,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-21,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,START-LOSS-RSV,559-INDIA MARINE - POLLUTANT CLEANUP,0,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-21,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,START-LOSS-RSV,558-INDIA MARINE - STORAGE & RECOVERY,0,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-20,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,0,2024-05,WORLD SPECIALTY INSURANCE CO
2024-04-25,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,START-EXP-RSV,357-Adjusting Expenses,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-25,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910346,JKT49067033,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-10-23,5000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910347,RBT48246919,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,2024-10,WORLD SPECIALTY INSURANCE CO
2024-10-23,16200.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910347,RBT48246919,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,0,2024-10,WORLD SPECIALTY INSURANCE CO
2024-10-14,2500.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910347,RBT48246919,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,0,2024-10,WORLD SPECIALTY INSURANCE CO
2024-10-14,5000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910347,RBT48246919,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,0,2024-10,WORLD SPECIALTY INSURANCE CO
2024-04-25,2500.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910347,RBT48246919,START-EXP-RSV,357-Adjusting Expenses,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-25,15000.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910347,RBT48246919,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-26,2500.0,WORLD SPECIALTY INSURANCE COMPANY,GA,ZLM9910348,KFO20629459,START-EXP-RSV,357-Adjusting Expenses,19,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-25,15000.0,WORLD SPECIALTY INSURANCE COMPANY,GA,ZLM9910348,KFO20629459,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,19,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-26,2500.0,WORLD SPECIALTY INSURANCE COMPANY,AL,ZLM9910349,VAG88382638,START-EXP-RSV,357-Adjusting Expenses,2,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-26,15000.0,WORLD SPECIALTY INSURANCE COMPANY,AL,ZLM9910349,VAG88382638,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,2,2024-04,WORLD SPECIALTY INSURANCE CO
2024-09-17,550.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,EXPENSE-PAID,357-Adjusting Expenses,1,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-17,550.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,RSV-EXP-CHG,357-Adjusting Expenses,1,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-12,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,1,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-12,24205.59,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,INDEMNITY-PAID,552-INDIA MARINE - TRAILER INTERCHANGE,1,2024-09,WORLD SPECIALTY INSURANCE CO
2024-08-15,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,1,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-15,34559.21,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,1,2024-08,WORLD SPECIALTY INSURANCE CO
2024-05-14,265.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,EXPENSE-PAID,357-Adjusting Expenses,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-06,1900.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-06,25000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-06,23000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-06,10000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-06,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-06,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-06,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,1,2024-05,WORLD SPECIALTY INSURANCE CO
2024-04-29,2500.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,START-EXP-RSV,357-Adjusting Expenses,1,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-26,15000.0,WORLD SPECIALTY INSURANCE COMPANY,PA,ZLM9910350,ZTQ30579841,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,1,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-26,2500.0,WORLD SPECIALTY INSURANCE COMPANY,CA,ZLM9910351,EJA46824286,START-EXP-RSV,357-Adjusting Expenses,1,2024-04,WORLD SPECIALTY INSURANCE CO
